Matrix ID	TF Locus	Matrix Type
TFmatrixID_0447	Glyma.17G197500.2	Inferred
TFmatrixID_0447	Glyma.17G222500.1	Inferred
TFmatrixID_0447	Glyma.17G224800	Inferred
TFmatrixID_0447	Glyma.17G239200.1	Inferred
TFmatrixID_0447	Glyma18g10330.1	Inferred
TFmatrixID_0447	Glyma.18G124700.1	Inferred
TFmatrixID_0447	Glyma.18G183100.1	Inferred
TFmatrixID_0447	Glyma.18G238200.1	Inferred
TFmatrixID_0447	Glyma.18G238600.1	Inferred
TFmatrixID_0447	Glyma.18G256500.1	Inferred
TFmatrixID_0447	Glyma.19G020600.1	Inferred
TFmatrixID_0447	Glyma.19G094100.1	Inferred
TFmatrixID_0447	Glyma.19G217000.2	Inferred
TFmatrixID_0447	Glyma.19G217800.1	Inferred
TFmatrixID_0447	Glyma.19G221700	Inferred
TFmatrixID_0447	Glyma.19G254800.1	Inferred
TFmatrixID_0447	Glyma.20G163200.1	Inferred
TFmatrixID_0448	AT2G25000	Direct
TFmatrixID_0448	AT1G18860	Inferred
TFmatrixID_0448	AT1G29280	Inferred
TFmatrixID_0448	AT1G29860	Inferred
TFmatrixID_0448	AT1G55600	Inferred
TFmatrixID_0448	AT1G62300	Inferred
TFmatrixID_0448	AT1G64000	Inferred
TFmatrixID_0448	AT1G68150	Inferred
TFmatrixID_0448	AT1G69810	Inferred
TFmatrixID_0448	AT2G21900	Inferred
TFmatrixID_0448	AT2G34830	Inferred
TFmatrixID_0448	AT2G44745	Inferred
TFmatrixID_0448	AT2G46400	Inferred
TFmatrixID_0448	AT3G01970	Inferred
TFmatrixID_0448	AT3G04670	Inferred
TFmatrixID_0448	AT3G58710	Inferred
TFmatrixID_0448	AT3G62340	Inferred
TFmatrixID_0448	AT4G04450	Inferred
TFmatrixID_0448	AT4G11070	Inferred
TFmatrixID_0448	AT4G18170	Inferred
TFmatrixID_0448	AT4G22070	Inferred
TFmatrixID_0448	AT4G24240	Inferred
TFmatrixID_0448	AT4G39410	Inferred
TFmatrixID_0448	AT5G15130	Inferred
TFmatrixID_0448	AT5G26170	Inferred
TFmatrixID_0448	AT5G28650	Inferred
TFmatrixID_0448	AT5G41570	Inferred
TFmatrixID_0448	AT5G43290	Inferred
TFmatrixID_0448	AT5G45050	Inferred
TFmatrixID_0448	BRADI1G08106	Inferred
TFmatrixID_0448	BRADI1G09170	Inferred
TFmatrixID_0448	BRADI1G13207	Inferred
TFmatrixID_0448	BRADI1G14300	Inferred
TFmatrixID_0448	BRADI1G30870	Inferred
TFmatrixID_0448	BRADI1G59180	Inferred
TFmatrixID_0448	BRADI2G05234	Inferred
TFmatrixID_0448	BRADI2G05500	Inferred
TFmatrixID_0448	BRADI2G05510	Inferred
TFmatrixID_0448	BRADI2G08620	Inferred
TFmatrixID_0448	BRADI2G11170	Inferred
TFmatrixID_0448	BRADI2G15360	Inferred
TFmatrixID_0448	BRADI2G15405	Inferred
TFmatrixID_0448	BRADI2G15877	Inferred
TFmatrixID_0448	BRADI2G16150	Inferred
TFmatrixID_0448	BRADI2G16357	Inferred
TFmatrixID_0448	BRADI2G18530	Inferred
TFmatrixID_0448	BRADI2G19070	Inferred
TFmatrixID_0448	BRADI2G30800	Inferred
TFmatrixID_0448	BRADI2G33540	Inferred
TFmatrixID_0448	BRADI2G44035	Inferred
TFmatrixID_0448	BRADI2G44090	Inferred
TFmatrixID_0448	BRADI2G44270	Inferred
TFmatrixID_0448	BRADI2G45900	Inferred
TFmatrixID_0448	BRADI2G48090	Inferred
TFmatrixID_0448	BRADI2G48907	Inferred
TFmatrixID_0448	BRADI2G49020	Inferred
TFmatrixID_0448	BRADI2G49906	Inferred
TFmatrixID_0448	BRADI3G06070	Inferred
TFmatrixID_0448	BRADI3G09810	Inferred
TFmatrixID_0448	BRADI3G18580	Inferred
TFmatrixID_0448	BRADI3G34567	Inferred
TFmatrixID_0448	BRADI3G50360	Inferred
TFmatrixID_0448	BRADI3G52420	Inferred
TFmatrixID_0448	BRADI3G57710	Inferred
TFmatrixID_0448	BRADI4G02680	Inferred
TFmatrixID_0448	BRADI4G19060	Inferred
TFmatrixID_0448	BRADI4G30360	Inferred
TFmatrixID_0448	BRADI4G30370	Inferred
TFmatrixID_0448	BRADI5G04817	Inferred
TFmatrixID_0448	BRADI5G17395	Inferred
TFmatrixID_0448	BRADI5G20290	Inferred
TFmatrixID_0448	BRADI5G20700	Inferred
TFmatrixID_0448	Cucsa.012940	Inferred
TFmatrixID_0448	Cucsa.045040	Inferred
TFmatrixID_0448	Cucsa.047510	Inferred
TFmatrixID_0448	Cucsa.048520	Inferred
TFmatrixID_0448	Cucsa.049620	Inferred
TFmatrixID_0448	Cucsa.054040	Inferred
TFmatrixID_0448	Cucsa.066300	Inferred
TFmatrixID_0448	Cucsa.073190	Inferred
TFmatrixID_0448	Cucsa.078810	Inferred
TFmatrixID_0448	Cucsa.087850	Inferred
TFmatrixID_0448	Cucsa.095090	Inferred
TFmatrixID_0448	Cucsa.096680	Inferred
TFmatrixID_0448	Cucsa.097890	Inferred
TFmatrixID_0448	Cucsa.101460	Inferred
TFmatrixID_0448	Cucsa.101530	Inferred
TFmatrixID_0448	Cucsa.102600	Inferred
TFmatrixID_0448	Cucsa.106960	Inferred
TFmatrixID_0448	Cucsa.106970	Inferred
TFmatrixID_0448	Cucsa.107310	Inferred
TFmatrixID_0448	Cucsa.118200	Inferred
TFmatrixID_0448	Cucsa.143840	Inferred
TFmatrixID_0448	Cucsa.148640	Inferred
TFmatrixID_0448	Cucsa.162810	Inferred
TFmatrixID_0448	Cucsa.162820	Inferred
TFmatrixID_0448	Cucsa.167500	Inferred
TFmatrixID_0448	Cucsa.168370	Inferred
TFmatrixID_0448	Cucsa.177230	Inferred
TFmatrixID_0448	Cucsa.195730	Inferred
TFmatrixID_0448	Cucsa.197550	Inferred
TFmatrixID_0448	Cucsa.201710	Inferred
TFmatrixID_0448	Cucsa.204920	Inferred
TFmatrixID_0448	Cucsa.212870	Inferred
TFmatrixID_0448	Cucsa.239590	Inferred
TFmatrixID_0448	Cucsa.247040	Inferred
TFmatrixID_0448	Cucsa.250310	Inferred
TFmatrixID_0448	Cucsa.250350	Inferred
TFmatrixID_0448	Cucsa.252440	Inferred
TFmatrixID_0448	Cucsa.258700	Inferred
TFmatrixID_0448	Cucsa.258730	Inferred
TFmatrixID_0448	Cucsa.259110	Inferred
TFmatrixID_0448	Cucsa.260060	Inferred
TFmatrixID_0448	Cucsa.271570	Inferred
TFmatrixID_0448	Cucsa.282040	Inferred
TFmatrixID_0448	Cucsa.300610	Inferred
TFmatrixID_0448	Cucsa.311060	Inferred
TFmatrixID_0448	Cucsa.327760	Inferred
TFmatrixID_0448	Cucsa.352410	Inferred
TFmatrixID_0448	Cucsa.388650	Inferred
TFmatrixID_0448	AC202489_11	Inferred
TFmatrixID_0448	AC233680_7	Inferred
TFmatrixID_0448	AC235567_88	Inferred
TFmatrixID_0448	Medtr1g010400	Inferred
TFmatrixID_0448	Medtr1g016690	Inferred
TFmatrixID_0448	Medtr1g016710	Inferred
TFmatrixID_0448	Medtr1g019360	Inferred
TFmatrixID_0448	Medtr1g106500	Inferred
TFmatrixID_0448	Medtr1g126070	Inferred
TFmatrixID_0448	Medtr1g126350	Inferred
TFmatrixID_0448	Medtr2g037930	Inferred
TFmatrixID_0448	Medtr2g052850	Inferred
TFmatrixID_0448	Medtr2g097830	Inferred
TFmatrixID_0448	Medtr2g104410	Inferred
TFmatrixID_0448	Medtr3g124640	Inferred
TFmatrixID_0448	Medtr3g133230	Inferred
TFmatrixID_0448	Medtr3g138240	Inferred
TFmatrixID_0448	Medtr3g139600	Inferred
TFmatrixID_0448	Medtr3g144590	Inferred
TFmatrixID_0448	Medtr3g144600	Inferred
TFmatrixID_0448	Medtr3g144670	Inferred
TFmatrixID_0448	Medtr4g022070	Inferred
TFmatrixID_0448	Medtr4g061990	Inferred
TFmatrixID_0448	Medtr4g135290	Inferred
TFmatrixID_0448	Medtr4g135580	Inferred
TFmatrixID_0448	Medtr4g141020	Inferred
TFmatrixID_0448	Medtr4g141180	Inferred
TFmatrixID_0448	Medtr5g016540	Inferred
TFmatrixID_0448	Medtr5g046700	Inferred
TFmatrixID_0448	Medtr5g076570	Inferred
TFmatrixID_0448	Medtr5g098600	Inferred
TFmatrixID_0448	Medtr5g105190	Inferred
TFmatrixID_0448	Medtr7g009100	Inferred
TFmatrixID_0448	Medtr7g076990	Inferred
TFmatrixID_0448	Medtr7g088890	Inferred
TFmatrixID_0448	Medtr7g088920	Inferred
TFmatrixID_0448	Medtr7g133050	Inferred
TFmatrixID_0448	Medtr7g133240	Inferred
TFmatrixID_0448	Medtr7g134120	Inferred
TFmatrixID_0448	Medtr8g078650	Inferred
TFmatrixID_0448	Medtr8g112750	Inferred
TFmatrixID_0448	Medtr8g130070	Inferred
TFmatrixID_0448	Medtr8g130290	Inferred
TFmatrixID_0448	Medtr8g137050	Inferred
TFmatrixID_0448	Medtr8g147130	Inferred
TFmatrixID_0448	ppa002619m	Inferred
TFmatrixID_0448	ppa003574m	Inferred
TFmatrixID_0448	ppa004535m	Inferred
TFmatrixID_0448	ppa006909m	Inferred
TFmatrixID_0448	ppa007708m	Inferred
TFmatrixID_0448	ppa007745m	Inferred
TFmatrixID_0448	ppa007838m	Inferred
TFmatrixID_0448	ppa007930m	Inferred
TFmatrixID_0448	ppa007986m	Inferred
TFmatrixID_0448	ppa008480m	Inferred
TFmatrixID_0448	ppa008566m	Inferred
TFmatrixID_0448	ppa008573m	Inferred
TFmatrixID_0448	ppa008613m	Inferred
TFmatrixID_0448	ppa008731m	Inferred
TFmatrixID_0448	ppa008846m	Inferred
TFmatrixID_0448	ppa009647m	Inferred
TFmatrixID_0448	ppa009700m	Inferred
TFmatrixID_0448	ppa009939m	Inferred
TFmatrixID_0448	ppa010217m	Inferred
TFmatrixID_0448	ppa010796m	Inferred
TFmatrixID_0448	ppa012414m	Inferred
TFmatrixID_0448	ppa012514m	Inferred
TFmatrixID_0448	ppa015480m	Inferred
TFmatrixID_0448	ppa015755m	Inferred
TFmatrixID_0448	ppa016153m	Inferred
TFmatrixID_0448	ppa016401m	Inferred
TFmatrixID_0448	ppa016459m	Inferred
TFmatrixID_0448	ppa017919m	Inferred
TFmatrixID_0448	ppa018075m	Inferred
TFmatrixID_0448	ppa019550m	Inferred
TFmatrixID_0448	ppa020629m	Inferred
TFmatrixID_0448	ppa020780m	Inferred
TFmatrixID_0448	ppa021195m	Inferred
TFmatrixID_0448	ppa021657m	Inferred
TFmatrixID_0448	ppa022287m	Inferred
TFmatrixID_0448	ppa022758m	Inferred
TFmatrixID_0448	ppa023256m	Inferred
TFmatrixID_0448	ppa024027m	Inferred
TFmatrixID_0448	ppa024540m	Inferred
TFmatrixID_0448	ppa025013m	Inferred
TFmatrixID_0448	ppa025042m	Inferred
TFmatrixID_0448	ppa025586m	Inferred
TFmatrixID_0448	ppa026831m	Inferred
TFmatrixID_0448	27996.m000145	Inferred
TFmatrixID_0448	28040.m000035	Inferred
TFmatrixID_0448	28455.m000362	Inferred
TFmatrixID_0448	28644.m000915	Inferred
TFmatrixID_0448	28690.m000025	Inferred
TFmatrixID_0448	29598.m000445	Inferred
TFmatrixID_0448	29644.m000187	Inferred
TFmatrixID_0448	29693.m002060	Inferred
TFmatrixID_0448	29729.m002330	Inferred
TFmatrixID_0448	29736.m002023	Inferred
TFmatrixID_0448	29739.m003586	Inferred
TFmatrixID_0448	29767.m000208	Inferred
TFmatrixID_0448	29771.m000072	Inferred
TFmatrixID_0448	29822.m003484	Inferred
TFmatrixID_0448	29842.m003555	Inferred
TFmatrixID_0448	29848.m004464	Inferred
TFmatrixID_0448	29848.m004544	Inferred
TFmatrixID_0448	29848.m004545	Inferred
TFmatrixID_0448	29883.m002008	Inferred
TFmatrixID_0448	29889.m003321	Inferred
TFmatrixID_0448	29929.m004624	Inferred
TFmatrixID_0448	29990.m000497	Inferred
TFmatrixID_0448	30010.m000675	Inferred
TFmatrixID_0448	30026.m001461	Inferred
TFmatrixID_0448	30064.m000506	Inferred
TFmatrixID_0448	30076.m004548	Inferred
TFmatrixID_0448	30076.m004623	Inferred
TFmatrixID_0448	30076.m004648	Inferred
TFmatrixID_0448	30147.m014087	Inferred
TFmatrixID_0448	30147.m014474	Inferred
TFmatrixID_0448	30169.m006533	Inferred
TFmatrixID_0448	30169.m006581	Inferred
TFmatrixID_0448	30170.m013832	Inferred
TFmatrixID_0448	30174.m008651	Inferred
TFmatrixID_0448	30174.m008663	Inferred
TFmatrixID_0448	30174.m008669	Inferred
TFmatrixID_0448	30174.m009135	Inferred
TFmatrixID_0448	30190.m010814	Inferred
TFmatrixID_0448	30190.m010908	Inferred
TFmatrixID_0448	30190.m011276	Inferred
TFmatrixID_0448	30190.m011278	Inferred
TFmatrixID_0448	43951.m000016	Inferred
TFmatrixID_0448	Os01g0182700	Inferred
TFmatrixID_0448	Os01g0185900	Inferred
TFmatrixID_0448	Os01g0186000	Inferred
TFmatrixID_0448	Os01g0246700	Inferred
TFmatrixID_0448	Os01g0289600	Inferred
TFmatrixID_0448	Os01g0584900	Inferred
TFmatrixID_0448	Os01g0586800	Inferred
TFmatrixID_0448	Os01g0624700	Inferred
TFmatrixID_0448	Os01g0626400	Inferred
TFmatrixID_0448	Os01g0665500	Inferred
TFmatrixID_0448	Os01g0714800	Inferred
TFmatrixID_0448	Os01g0730700	Inferred
TFmatrixID_0448	Os01g0734000	Inferred
TFmatrixID_0448	Os01g0750100	Inferred
TFmatrixID_0448	Os01g0820900	Inferred
TFmatrixID_0448	Os01g0972800	Inferred
TFmatrixID_0448	Os02g0181300	Inferred
TFmatrixID_0448	Os02g0265200	Inferred
TFmatrixID_0448	Os02g0462800	Inferred
TFmatrixID_0448	Os02g0698800	Inferred
TFmatrixID_0448	Os02g0770500	Inferred
TFmatrixID_0448	Os03g0741400	Inferred
TFmatrixID_0448	Os03g0758000	Inferred
TFmatrixID_0448	Os03g0798500	Inferred
TFmatrixID_0448	Os03g0855100	Inferred
TFmatrixID_0448	Os04g0287400	Inferred
TFmatrixID_0448	Os04g0545000	Inferred
TFmatrixID_0448	Os04g0597300	Inferred
TFmatrixID_0448	Os04g0605100	Inferred
TFmatrixID_0448	Os05g0137500	Inferred
TFmatrixID_0448	Os05g0183100	Inferred
TFmatrixID_0448	LOC_Os05g25700	Inferred
TFmatrixID_0448	Os05g0478400	Inferred
TFmatrixID_0448	Os05g0537100	Inferred
TFmatrixID_0448	Os05g0565900	Inferred
TFmatrixID_0448	Os05g0567200	Inferred
TFmatrixID_0448	Os05g0583000	Inferred
TFmatrixID_0448	LOC_Os05g50700	Inferred
TFmatrixID_0448	Os06g0146250	Inferred
TFmatrixID_0448	Os06g0504900	Inferred
TFmatrixID_0448	Os06g0649000	Inferred
TFmatrixID_0448	Os07g0111400	Inferred
TFmatrixID_0448	Os07g0460900	Inferred
TFmatrixID_0448	Os07g0680400	Inferred
TFmatrixID_0448	Os08g0235800	Inferred
TFmatrixID_0448	Os09g0417600	Inferred
TFmatrixID_0448	Os09g0417800	Inferred
TFmatrixID_0448	Os09g0481700	Inferred
TFmatrixID_0448	Os10g0579400	Inferred
TFmatrixID_0448	Os11g0117550	Inferred
TFmatrixID_0448	Os11g0490900	Inferred
TFmatrixID_0448	Os12g0116750	Inferred
TFmatrixID_0448	Os12g0597700	Inferred
TFmatrixID_0448	PDK_20s1303931g001	Inferred
TFmatrixID_0448	PDK_20s1307611g001	Inferred
TFmatrixID_0448	PDK_20s1309411g001	Inferred
TFmatrixID_0448	PDK_20s1331611g001	Inferred
TFmatrixID_0448	PDK_20s1333181g002	Inferred
TFmatrixID_0448	PDK_20s1368561g002	Inferred
TFmatrixID_0448	PDK_20s1384091g002	Inferred
TFmatrixID_0448	PDK_20s1413121g001	Inferred
TFmatrixID_0448	PDK_20s1418751g001	Inferred
TFmatrixID_0448	PDK_20s1440981g001	Inferred
TFmatrixID_0448	PDK_20s1467901g002	Inferred
TFmatrixID_0448	PDK_20s1508051g002	Inferred
TFmatrixID_0448	PDK_20s1512971g002	Inferred
TFmatrixID_0448	PDK_20s1521921g002	Inferred
TFmatrixID_0448	PDK_20s1541671g001	Inferred
TFmatrixID_0448	PDK_20s1746561g001	Inferred
TFmatrixID_0448	PDK_20s1808251g006	Inferred
TFmatrixID_0448	PDK_20s1878521g002	Inferred
TFmatrixID_0448	PDK_20s1899311g001	Inferred
TFmatrixID_0448	e_gw1.11.168.1	Inferred
TFmatrixID_0448	e_gw1.140.97.1	Inferred
TFmatrixID_0448	e_gw1.158.71.1	Inferred
TFmatrixID_0448	e_gw1.159.68.1	Inferred
TFmatrixID_0448	e_gw1.163.7.1	Inferred
TFmatrixID_0448	e_gw1.235.59.1	Inferred
TFmatrixID_0448	e_gw1.25.129.1	Inferred
TFmatrixID_0448	e_gw1.35.333.1	Inferred
TFmatrixID_0448	e_gw1.39.143.1	Inferred
TFmatrixID_0448	e_gw1.407.30.1	Inferred
TFmatrixID_0448	e_gw1.42.180.1	Inferred
TFmatrixID_0448	e_gw1.48.6.1	Inferred
TFmatrixID_0448	e_gw1.73.71.1	Inferred
TFmatrixID_0448	estExt_fgenesh1_pm.C_70002	Inferred
TFmatrixID_0448	estExt_Genewise1.C_650158	Inferred
TFmatrixID_0448	gw1.109.45.1	Inferred
TFmatrixID_0448	gw1.115.63.1	Inferred
TFmatrixID_0448	gw1.13.215.1	Inferred
TFmatrixID_0448	gw1.137.58.1	Inferred
TFmatrixID_0448	gw1.166.27.1	Inferred
TFmatrixID_0448	gw1.198.128.1	Inferred
TFmatrixID_0448	gw1.244.25.1	Inferred
TFmatrixID_0448	gw1.246.77.1	Inferred
TFmatrixID_0448	gw1.39.164.1	Inferred
TFmatrixID_0448	gw1.426.27.1	Inferred
TFmatrixID_0448	gw1.426.49.1	Inferred
TFmatrixID_0448	gw1.47.186.1	Inferred
TFmatrixID_0448	gw1.5.658.1	Inferred
TFmatrixID_0448	POPTR_0001s00350	Inferred
TFmatrixID_0448	POPTR_0001s03620	Inferred
TFmatrixID_0448	POPTR_0001s09900	Inferred
TFmatrixID_0448	POPTR_0001s10490	Inferred
TFmatrixID_0448	POPTR_0001s21580	Inferred
TFmatrixID_0448	POPTR_0001s33560	Inferred
TFmatrixID_0448	POPTR_0001s34520	Inferred
TFmatrixID_0448	POPTR_0001s46490	Inferred
TFmatrixID_0448	POPTR_0002s04440	Inferred
TFmatrixID_0448	POPTR_0002s06000	Inferred
TFmatrixID_0448	POPTR_0002s12480	Inferred
TFmatrixID_0448	POPTR_0002s13980	Inferred
TFmatrixID_0448	POPTR_0002s16590	Inferred
TFmatrixID_0448	POPTR_0002s16640	Inferred
TFmatrixID_0448	POPTR_0002s17010	Inferred
TFmatrixID_0448	POPTR_0002s18770	Inferred
TFmatrixID_0448	POPTR_0002s19390	Inferred
TFmatrixID_0448	POPTR_0002s19630	Inferred
TFmatrixID_0448	POPTR_0002s21330	Inferred
TFmatrixID_0448	POPTR_0003s11120	Inferred
TFmatrixID_0448	POPTR_0003s13250	Inferred
TFmatrixID_0448	POPTR_0003s13840	Inferred
TFmatrixID_0448	POPTR_0003s16750	Inferred
TFmatrixID_0448	POPTR_0003s18060	Inferred
TFmatrixID_0448	POPTR_0004s00890	Inferred
TFmatrixID_0448	POPTR_0004s05920	Inferred
TFmatrixID_0448	POPTR_0004s07050	Inferred
TFmatrixID_0448	POPTR_0005s05700	Inferred
TFmatrixID_0448	POPTR_0005s08720	Inferred
TFmatrixID_0448	POPTR_0005s18490	Inferred
TFmatrixID_0448	POPTR_0005s22480	Inferred
TFmatrixID_0448	POPTR_0005s24100	Inferred
TFmatrixID_0448	POPTR_0006s07170	Inferred
TFmatrixID_0448	POPTR_0006s08730	Inferred
TFmatrixID_0448	POPTR_0006s24050	Inferred
TFmatrixID_0448	POPTR_0006s27950	Inferred
TFmatrixID_0448	POPTR_0007s06720	Inferred
TFmatrixID_0448	POPTR_0007s06930	Inferred
TFmatrixID_0448	POPTR_0007s10670	Inferred
TFmatrixID_0448	POPTR_0008s09360	Inferred
TFmatrixID_0448	POPTR_0008s10280	Inferred
TFmatrixID_0448	POPTR_0010s15750	Inferred
TFmatrixID_0448	POPTR_0010s16760	Inferred
TFmatrixID_0448	POPTR_0011s02790	Inferred
TFmatrixID_0448	POPTR_0011s06990	Inferred
TFmatrixID_0448	POPTR_0011s16050	Inferred
TFmatrixID_0448	POPTR_0012s01380	Inferred
TFmatrixID_0448	POPTR_0012s10290	Inferred
TFmatrixID_0448	POPTR_0013s03990	Inferred
TFmatrixID_0448	POPTR_0013s09460	Inferred
TFmatrixID_0448	POPTR_0014s02420	Inferred
TFmatrixID_0448	POPTR_0014s08600	Inferred
TFmatrixID_0448	POPTR_0014s08640	Inferred
TFmatrixID_0448	POPTR_0014s09190	Inferred
TFmatrixID_0448	POPTR_0014s10750	Inferred
TFmatrixID_0448	POPTR_0014s11350	Inferred
TFmatrixID_0448	POPTR_0014s11490	Inferred
TFmatrixID_0448	POPTR_0014s15320	Inferred
TFmatrixID_0448	POPTR_0015s07530	Inferred
TFmatrixID_0448	POPTR_0015s11130	Inferred
TFmatrixID_0448	POPTR_0016s10610	Inferred
TFmatrixID_0448	POPTR_0016s14490	Inferred
TFmatrixID_0448	POPTR_0017s00960	Inferred
TFmatrixID_0448	POPTR_0017s09750	Inferred
TFmatrixID_0448	POPTR_0017s11570	Inferred
TFmatrixID_0448	POPTR_0018s02470	Inferred
TFmatrixID_0448	POPTR_0018s02480	Inferred
TFmatrixID_0448	POPTR_0018s03450	Inferred
TFmatrixID_0448	POPTR_0018s13600	Inferred
TFmatrixID_0448	POPTR_0019s08730	Inferred
TFmatrixID_0448	POPTR_0021s00280	Inferred
TFmatrixID_0448	POPTR_0810s00200	Inferred
TFmatrixID_0448	Sb01g000696	Inferred
TFmatrixID_0448	Sb01g005070	Inferred
TFmatrixID_0448	Sb01g007570	Inferred
TFmatrixID_0448	Sb01g008550	Inferred
TFmatrixID_0448	Sb01g012870	Inferred
TFmatrixID_0448	Sb01g014180	Inferred
TFmatrixID_0448	Sb01g027770	Inferred
TFmatrixID_0448	Sb02g011050	Inferred
TFmatrixID_0448	Sb02g024760	Inferred
TFmatrixID_0448	Sb02g024765	Inferred
TFmatrixID_0448	Sb02g027950	Inferred
TFmatrixID_0448	Sb03g000240	Inferred
TFmatrixID_0448	Sb03g003360	Inferred
TFmatrixID_0448	Sb03g003370	Inferred
TFmatrixID_0448	Sb03g003640	Inferred
TFmatrixID_0448	Sb03g011800	Inferred
TFmatrixID_0448	Sb03g026170	Inferred
TFmatrixID_0448	Sb03g026280	Inferred
TFmatrixID_0448	Sb03g028440	Inferred
TFmatrixID_0448	Sb03g028530	Inferred
TFmatrixID_0448	Sb03g030480	Inferred
TFmatrixID_0448	Sb03g032800	Inferred
TFmatrixID_0448	Sb03g033640	Inferred
TFmatrixID_0448	Sb03g033780	Inferred
TFmatrixID_0448	Sb03g034670	Inferred
TFmatrixID_0448	Sb03g038180	Inferred
TFmatrixID_0448	Sb03g038200	Inferred
TFmatrixID_0448	Sb03g039550	Inferred
TFmatrixID_0448	Sb03g047350	Inferred
TFmatrixID_0448	Sb04g005520	Inferred
TFmatrixID_0448	Sb04g009800	Inferred
TFmatrixID_0448	Sb04g016540	Inferred
TFmatrixID_0448	Sb04g030930	Inferred
TFmatrixID_0448	Sb04g033240	Inferred
TFmatrixID_0448	Sb04g034440	Inferred
TFmatrixID_0448	Sb05g017130	Inferred
TFmatrixID_0448	Sb06g024220	Inferred
TFmatrixID_0448	Sb06g027290	Inferred
TFmatrixID_0448	Sb06g027710	Inferred
TFmatrixID_0448	Sb07g006980	Inferred
TFmatrixID_0448	Sb08g020270	Inferred
TFmatrixID_0448	Sb09g005700	Inferred
TFmatrixID_0448	Sb09g026350	Inferred
TFmatrixID_0448	Sb09g026830	Inferred
TFmatrixID_0448	Sb09g028660	Inferred
TFmatrixID_0448	Sb09g028750	Inferred
TFmatrixID_0448	Sb09g029050	Inferred
TFmatrixID_0448	Sb09g029810	Inferred
TFmatrixID_0448	Sb09g029850	Inferred
TFmatrixID_0448	Sb10g019923	Inferred
TFmatrixID_0448	Sb10g020010	Inferred
TFmatrixID_0448	Sb10g025590	Inferred
TFmatrixID_0448	Sb10g025600	Inferred
TFmatrixID_0448	GSVIVG00000752001	Inferred
TFmatrixID_0448	GSVIVG00008046001	Inferred
TFmatrixID_0448	GSVIVG00008553001	Inferred
TFmatrixID_0448	GSVIVG00009441001	Inferred
TFmatrixID_0448	GSVIVG00010525001	Inferred
TFmatrixID_0448	GSVIVG00011356001	Inferred
TFmatrixID_0448	GSVIVG00012196001	Inferred
TFmatrixID_0448	GSVIVG00012682001	Inferred
TFmatrixID_0448	GSVIVG00015952001	Inferred
TFmatrixID_0448	GSVIVG00018300001	Inferred
TFmatrixID_0448	GSVIVG00019419001	Inferred
TFmatrixID_0448	GSVIVG00019511001	Inferred
TFmatrixID_0448	GSVIVG00020060001	Inferred
TFmatrixID_0448	GSVIVG00020864001	Inferred
TFmatrixID_0448	GSVIVG00021252001	Inferred
TFmatrixID_0448	GSVIVG00021397001	Inferred
TFmatrixID_0448	GSVIVG00021765001	Inferred
TFmatrixID_0448	GSVIVG00022067001	Inferred
TFmatrixID_0448	GSVIVG00022245001	Inferred
TFmatrixID_0448	GSVIVG00022259001	Inferred
TFmatrixID_0448	GSVIVG00026965001	Inferred
TFmatrixID_0448	GSVIVG00026969001	Inferred
TFmatrixID_0448	GSVIVG00027069001	Inferred
TFmatrixID_0448	GSVIVG00028129001	Inferred
TFmatrixID_0448	GSVIVG00028147001	Inferred
TFmatrixID_0448	GSVIVG00028244001	Inferred
TFmatrixID_0448	GSVIVG00028718001	Inferred
TFmatrixID_0448	GSVIVG00028823001	Inferred
TFmatrixID_0448	GSVIVG00029265001	Inferred
TFmatrixID_0448	GSVIVG00029688001	Inferred
TFmatrixID_0448	GSVIVG00030453001	Inferred
TFmatrixID_0448	GSVIVG00032661001	Inferred
TFmatrixID_0448	GSVIVG00033063001	Inferred
TFmatrixID_0448	GSVIVG00033188001	Inferred
TFmatrixID_0448	GSVIVG00033194001	Inferred
TFmatrixID_0448	GSVIVG00033195001	Inferred
TFmatrixID_0448	GSVIVG00034148001	Inferred
TFmatrixID_0448	GSVIVG00034968001	Inferred
TFmatrixID_0448	GSVIVG00035426001	Inferred
TFmatrixID_0448	GSVIVG00035884001	Inferred
TFmatrixID_0448	GSVIVG00035885001	Inferred
TFmatrixID_0448	GSVIVG00036223001	Inferred
TFmatrixID_0448	GSVIVG00037686001	Inferred
TFmatrixID_0448	gw1.26.202.1	Inferred
TFmatrixID_0448	PK04475.1	Inferred
TFmatrixID_0448	PK06890.1	Inferred
TFmatrixID_0448	PK07646.1	Inferred
TFmatrixID_0448	PK08451.1	Inferred
TFmatrixID_0448	PK09209.1	Inferred
TFmatrixID_0448	PK09975.1	Inferred
TFmatrixID_0448	PK10616.1	Inferred
TFmatrixID_0448	PK10734.1	Inferred
TFmatrixID_0448	PK11028.1	Inferred
TFmatrixID_0448	PK12811.1	Inferred
TFmatrixID_0448	PK12935.1	Inferred
TFmatrixID_0448	PK13458.1	Inferred
TFmatrixID_0448	PK14075.1	Inferred
TFmatrixID_0448	PK14983.1	Inferred
TFmatrixID_0448	PK15688.1	Inferred
TFmatrixID_0448	PK17638.1	Inferred
TFmatrixID_0448	PK19604.1	Inferred
TFmatrixID_0448	PK20163.1	Inferred
TFmatrixID_0448	PK20698.1	Inferred
TFmatrixID_0448	PK20894.1	Inferred
TFmatrixID_0448	PK21300.1	Inferred
TFmatrixID_0448	PK21971.1	Inferred
