TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
AT2G18060	NAC; NAM	VND1	NA	Arabidopsis thaliana	NA
AT3G61910	NAC; NAM	NAC066; NST2; ANAC066	NAC domain protein 66; NAC domain-containing protein 66 (ANAC066) (Protein NAC SECONDARY WALL THICKENING PROMOTING FACTOR 2) [NAC066] [NST2] [F21F14.80]	Arabidopsis thaliana	involved in biosynthesis of secondary walls. Together with NST1, required for the secondary cell wall thickening of the anther endocethium, which is necessary for anther dehiscence. May also regulates the secondary cell wall lignification of other tissues such as tracheary elements.
AT4G10350	NAC; NAM	BRN2; ANAC070; NAC070	NAC domain containing protein 70; Protein BEARSKIN1 (NAC domain-containing protein 70) (ANAC070) [BRN2] [NAC070] [F24G24.150]	Arabidopsis thaliana	regulates cellular maturation of root cap. Promotes the expression of genes involved in secondary cell walls (SCW) biosynthesis.
AT4G36160	NAC; NAM	ANAC076	NA	Arabidopsis thaliana	NA
AT5G62380	NAC; NAM	NAC101	NA	Arabidopsis thaliana	NA
AT5G66300	NAC; NAM	ANAC105	NA	Arabidopsis thaliana	NA
POPTR_0001s00220	NAC; NAM	NAC038	NA	Populus trichocarpa	NA
POPTR_0001s45250	NAC; NAM	NAC063	NA	Populus trichocarpa	NA
POPTR_0002s17950	NAC; NAM	NAC061	NA	Populus trichocarpa	NA
POPTR_0003s11250	NAC; NAM	NAC046	NA	Populus trichocarpa	NA
POPTR_0005s11870	NAC; NAM	NAC039	NA	Populus trichocarpa	NA
POPTR_0007s13910	NAC; NAM	NAC025	NA	Populus trichocarpa	NA
POPTR_0008s07950	NAC; NAM	NAC058	NA	Populus trichocarpa	NA
POPTR_0010s18420	NAC; NAM	NAC054	NA	Populus trichocarpa	NA
POPTR_0011s15640	NAC; NAM	NAC068	NA	Populus trichocarpa	NA
POPTR_0012s14660	NAC; NAM	NAC037	NA	Populus trichocarpa	NA
POPTR_0013s11740	NAC; NAM	NAC055	NA	Populus trichocarpa	NA
POPTR_0014s10060	NAC; NAM	NAC065	NA	Populus trichocarpa	NA
POPTR_0015s14770	NAC; NAM	NAC050	NA	Populus trichocarpa	NA
POPTR_0019s09400	NAC; NAM	NAC066	NA	Populus trichocarpa	NA
POPTR_0019s11330	NAC; NAM	WND6B	NA	Populus trichocarpa	NA
Sb10g002120	NAC; NAM	131L1.6	NA	Sorghum bicolor	NA
AT4G35580	NAC; NAM	NTL9	NA	Arabidopsis thaliana	NA
AT1G33060	NAC; NAM	ANAC014	NA	Arabidopsis thaliana	NA
AT3G49530	NAC; NAM	ANAC062	NA	Arabidopsis thaliana	NA
AT5G24590	NAC; NAM	TIP	NA	Arabidopsis thaliana	NA
POPTR_0001s45700	NAC; NAM	NAC018	NA	Populus trichocarpa	NA
POPTR_0012s00760	NAC; NAM	NAC041	NA	Populus trichocarpa	NA
POPTR_0015s00640	NAC; NAM	NAC057	NA	Populus trichocarpa	NA
AT5G04410	NAC; NAM	NAC2; anac078	NAC domain containing protein 2; NAC domain-containing protein 78 (ANAC078) [NAC078] [NAC2] [T32M21.10]	Arabidopsis thaliana	NA
AT3G10480	NAC; NAM	NAC050	NA	Arabidopsis thaliana	NA
AT3G10490	NAC; NAM	ANAC051	NA	Arabidopsis thaliana	NA
AT3G17730	NAC; NAM	anac057	NA	Arabidopsis thaliana	NA
AT5G09330	NAC; NAM	VNI1	NA	Arabidopsis thaliana	NA
POPTR_0004s07910	NAC; NAM	NAC004	NA	Populus trichocarpa	NA
POPTR_0008s08100	NAC; NAM	NAC007	NA	Populus trichocarpa	NA
POPTR_0010s18180	NAC; NAM	NAC001	NA	Populus trichocarpa	NA
POPTR_0010s23630	NAC; NAM	NAC040	NA	Populus trichocarpa	NA
POPTR_0010s23650	NAC; NAM	NAC049	NA	Populus trichocarpa	NA
POPTR_0017s02020	NAC; NAM	NAC009	NA	Populus trichocarpa	NA
AT5G07680	NAC; NAM	ANAC079	NA	Arabidopsis thaliana	NA
AT1G76420	NAC; NAM	CUC3; NAC368; ANAC031	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein; Protein CUP-SHAPED COTYLEDON 3 (NAC domain-containing protein 31) (ANAC031) (NAC domain-containing protein CUC3) [NAC031] [CUC3] [NAC368] [F14G6.2] [F15M4.8]	Arabidopsis thaliana	Involved in molecular mechanisms regulating shoot apical meristem (SAM) formation during embryogenesis and organ separation. Required for axillary meristem initiation and separation of the meristem from the main stem. May act as an inhibitor of cell division.
AT2G24430	NAC; NAM	ANAC038	NA	Arabidopsis thaliana	NA
AT3G15170	NAC; NAM	CUC1; ANAC054; ATNAC1	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein; Protein CUP-SHAPED COTYLEDON 1 (NAC domain-containing protein 1) (NAC domain-containing protein 54) (ANAC054) (NAC domain-containing protein CUC1) [NAC054] [CUC1] [NAC1] [F4B12.8]	Arabidopsis thaliana	Involved in molecular mechanisms regulating shoot apical meristem (SAM) formation during embryogenesis and organ separation. Required for the fusion of septa of gynoecia along the length of the ovaries. Activates the shoot formation in callus in a STM-dependent manner. Seems to act as an inhibitor of cell division.
AT3G29035	NAC; NAM	NAC3	NA	Arabidopsis thaliana	NA
AT5G18270	NAC; NAM	ANAC087	NA	Arabidopsis thaliana	NA
AT5G53950	NAC; NAM	CUC2; ANAC098; ATCUC2	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein; Protein CUP-SHAPED COTYLEDON 2 (NAC domain-containing protein 98) (ANAC098) (NAC domain-containing protein CUC2) [NAC098] [CUC2] [K19P17.12]	Arabidopsis thaliana	Involved in molecular mechanisms regulating shoot apical meristem (SAM) formation during embryogenesis and organ separation. Required for the fusion of septa of gynoecia along the length of the ovaries. Activates the shoot formation in callus in a STM-dependent manner. Controls leaf margin development and required for leaf serration. Involved in axillary meristem initiation and separation of the meristem from the main stem. Regulates the phyllotaxy throughout the plant development. Seems to act as an inhibitor of cell division.
Os12g0123800	NAC; NAM	NAC77	No apical meristem (NAM) protein domain containing protein.; NAC domain-containing protein 77 (ONAC077) (NAC domain-containing protein 300) (ONAC300) [NAC77] [NAC300] [LOC_Os12g03050] [OsJ_35059]	Oryza sativa	NA
POPTR_0001s40680	NAC; NAM	NAC016	NA	Populus trichocarpa	NA
POPTR_0002s00730	NAC; NAM	NAC031	NA	Populus trichocarpa	NA
POPTR_0005s27720	NAC; NAM	NAC024	NA	Populus trichocarpa	NA
POPTR_0006s29180	NAC; NAM	NAC013	NA	Populus trichocarpa	NA
POPTR_0011s11600	NAC; NAM	NAC012	NA	Populus trichocarpa	NA
POPTR_0012s01610	NAC; NAM	NAC015	NA	Populus trichocarpa	NA
POPTR_0012s05280	NAC; NAM	NAC042	NA	Populus trichocarpa	NA
POPTR_0015s02170	NAC; NAM	NAC021	NA	Populus trichocarpa	NA
POPTR_0015s03700	NAC; NAM	NAC032	NA	Populus trichocarpa	NA
POPTR_0017s12210	NAC; NAM	NAC028	NA	Populus trichocarpa	NA
POPTR_0019s04710	NAC; NAM	NAC014	NA	Populus trichocarpa	NA
AT5G13180	NAC; NAM	NAC083	NA	Arabidopsis thaliana	NA
AT2G33480	NAC; NAM	NAC041	NA	Arabidopsis thaliana	NA
POPTR_0001s13380	NAC; NAM	NAC053	NA	Populus trichocarpa	NA
POPTR_0003s16490	NAC; NAM	NAC052	NA	Populus trichocarpa	NA
POPTR_0012s10530	NAC; NAM	NAC062	NA	Populus trichocarpa	NA
POPTR_0015s11420	NAC; NAM	NAC071	NA	Populus trichocarpa	NA
AT5G39610	NAC; NAM	ATNAC6	NA	Arabidopsis thaliana	NA
AT5G61430	NAC; NAM	ANAC100; ATNAC5; NAC100	NAC domain containing protein 100; NAC domain-containing protein 100 (ANAC100) (AtNAC5) [NAC100] [MFB13.6]	Arabidopsis thaliana	NA
AT2G42200	SBP	SPL9; AtSPL9	squamosa promoter binding protein-like 9; Squamosa promoter-binding-like protein 9 [SPL9] [T24P15.11]	Arabidopsis thaliana	NA
AT2G47070	SBP	SPL1	squamosa promoter binding protein-like 1; Squamosa promoter-binding-like protein 1 [SPL1] [At2g47070/At2g47080] [F14M4.9/F14M4.10]	Arabidopsis thaliana	NA
AT3G57920	SBP	SPL15	squamosa promoter binding protein-like 15; Squamosa promoter-binding-like protein 15 [SPL15] [T10K17.130]	Arabidopsis thaliana	NA
AT5G43270	SBP	SPL2	squamosa promoter binding protein-like 2; Squamosa promoter-binding-like protein 2 [SPL2] [MNL12.9]	Arabidopsis thaliana	NA
Os02g0139400	SBP	SPL3	Similar to Squamosa promoter-binding-like protein 3.; Squamosa promoter-binding-like protein 3 [SPL3] [LOC_Os02g04680] [OJ1679_B08.6] [OsJ_005170] [OSJNBa0026E05.40]	Oryza sativa	May be involved in panicle development.
Os02g0174100	SBP	SPL4	Similar to Isoform 2 of Squamosa promoter-binding-like protein 4.; Squamosa promoter-binding-like protein 4 [SPL4] [LOC_Os02g07780] [OSJNBa0073A21.21-1] [OSJNBa0073A21.21-2] [OSJNBa0073A21.21-3]	Oryza sativa	May be involved in panicle development.
Os02g0177300	SBP	SPL5	Squamosa-promoter binding protein 1.; Squamosa promoter-binding-like protein 5 [SPL5] [LOC_Os02g08070] [P0504A05.16]	Oryza sativa	NA
Os03g0833300	SBP	SPL6	Similar to Squamosa promoter-binding-like protein 6.; Squamosa promoter-binding-like protein 6 [SPL6] [LOC_Os03g61760] [OSJNBa0078D06.37] [OSJNBa0096I06.31]	Oryza sativa	NA
Os04g0551500	SBP	SPL7	SBP domain containing protein.; Squamosa promoter-binding-like protein 7 [SPL7] [LOC_Os04g46580] [OSJNBa0010H02.3] [OSJNBb0034G17.20]	Oryza sativa	May be involved in panicle development.
Os04g0656500	SBP	SPL8	Similar to Squamosa-promoter binding-like protein 3.; Squamosa promoter-binding-like protein 8 (OsLG1) (Protein LIGULELESS 1) [SPL8] [LG1] [LOC_Os04g56170] [OSJNBa0071I13.12]	Oryza sativa	Probable transcription factor that plays an important role in building the laminar joint between leaf blade and leaf sheath boundary, thereby controlling ligule and auricle development.
Os06g0659100	SBP	SPL10	Similar to Squamosa-promoter binding protein 1.; Squamosa promoter-binding-like protein 10 [SPL10] [LOC_Os06g44860] [B1047G05.25]	Oryza sativa	NA
Os08g0509600	SBP	SPL14	Squamosa promter-binding-like transcription factor, Regulation of branching in panicles and vegetative shoots, Semidominant regulator of plant architecture; Squamosa promoter-binding-like protein 14 [SPL14] [LOC_Os08g39890] [B1168A08.33] [OSJNBa0016N23.108]	Oryza sativa	May be involved in panicle development.
Os08g0513700	SBP	SPL15	Similar to Squamosa promoter-binding-like protein 15.; Squamosa promoter-binding-like protein 15 [SPL15] [LOC_Os08g40260] [OsJ_026806] [P0711H09.27]	Oryza sativa	NA
Os08g0531600	SBP	SPL16	Similar to Squamosa-promoter binding-like protein 3.; Squamosa promoter-binding-like protein 16 [SPL16] [LOC_Os08g41940] [P0702E04.9]	Oryza sativa	May be involved in panicle development.
Os09g0507100	SBP	SPL18	Similar to Squamosa-promoter binding-like protein 11.; Squamosa promoter-binding-like protein 18 [SPL18] [LOC_Os09g32944]	Oryza sativa	May be involved in panicle development.
Os06g0703500	SBP	SPL12	Similar to Squamosa promoter-binding-like protein 12.; Squamosa promoter-binding-like protein 12 [SPL12] [LOC_Os06g49010] [OJ1215_E11.11]	Oryza sativa	May be involved in panicle development.
AT1G20980	SBP	SPL14; FBR6; SPL1R2; ATSPL14	squamosa promoter binding protein-like 14; Squamosa promoter-binding-like protein 14 (Protein FUMONISIN B1-RESISTANT 6) (SPL1-related protein 2) [SPL14] [FBR6] [SPL1R2] [F9H16.3]	Arabidopsis thaliana	NA
Os01g0292900	SBP	SPL1	Similar to Squamosa-promoter binding-like protein 2.; Squamosa promoter-binding-like protein 1 [SPL1] [LOC_Os01g18850] [P0706B05.40]	Oryza sativa	NA
Os11g0496600	SBP	SPL19	Hypothetical conserved gene.; Putative squamosa promoter-binding-like protein 19 [SPL19] [Os11g0496700] [LOC_Os11g30370] [LOC_Os11g30380] [OsJ_032640]	Oryza sativa	NA
AT1G27360	SBP	SPL11	squamosa promoter-like 11; Squamosa promoter-binding-like protein 11 [SPL11] [F17L21.14]	Arabidopsis thaliana	NA
AT1G27370	SBP	SPL10	squamosa promoter binding protein-like 10; Squamosa promoter-binding-like protein 10 [SPL10] [F17L21.15]	Arabidopsis thaliana	NA
Os06g0663500	SBP	SPL11	SBP domain containing protein.; Squamosa promoter-binding-like protein 11 [SPL11] [LOC_Os06g45310] [OsJ_021400] [OSJNBb0065C04.42]	Oryza sativa	May be involved in panicle development.
AT1G53160	SBP	SPL4	squamosa promoter binding protein-like 4; Squamosa promoter-binding-like protein 4 [SPL4] [F12M16.2]	Arabidopsis thaliana	Promotes both vegetative phase change and flowering.
AT5G50570	SBP	SPL13A	NA	Arabidopsis thaliana	NA
AT5G50670	SBP	SPL13B	NA	Arabidopsis thaliana	NA
AT3G15270	SBP	SPL5	squamosa promoter binding protein-like 5; Squamosa promoter-binding-like protein 5 [SPL5] [K7L4.7]	Arabidopsis thaliana	Promotes both vegetative phase change and flowering.
AT3G60030	SBP	SPL12	squamosa promoter-binding protein-like 12; Squamosa promoter-binding-like protein 12 [SPL12] [T2O9.10]	Arabidopsis thaliana	NA
AT5G18830	SBP	SPL7	squamosa promoter binding protein-like 7; Squamosa promoter-binding-like protein 7 [SPL7] [F17K4.80]	Arabidopsis thaliana	NA
Os05g0408200	SBP	SPL9	SBP domain containing protein.; Squamosa promoter-binding-like protein 9 [SPL9] [LOC_Os05g33810] [OSJNBb0014K18.5] [P0040B10.14]	Oryza sativa	NA
AT1G23420	Sox; YABBY	INO	Plant-specific transcription factor YABBY family protein; Axial regulator YABBY 4 (Protein INNER NO OUTER) [YAB4] [INO] [F26F24.29] [F28C11.6]	Arabidopsis thaliana	Essential for the formation and the abaxial-adaxial asymmetric growth of the ovule outer integument.
AT2G26580	Sox; YABBY	YAB5	YABBY5; plant-specific transcription factor YABBY family protein; Axial regulator YABBY 5 [YAB5] [T9J22.25]	Arabidopsis thaliana	NA
AT4G00180	Sox; YABBY	YAB3	Plant-specific transcription factor YABBY family protein; Axial regulator YABBY 3 [YAB3] [F6N15.22]	Arabidopsis thaliana	Involved in the abaxial cell fate determination during embryogenesis and organogenesis. Contributes to the repression of KNOX genes (STM, KNAT1/BP and KNAT2) to avoid ectopic meristems.
AT1G54060	Storekeeper	ASIL1	NA	Arabidopsis thaliana	NA
AT1G55520	TBP	TBP2	NA	Arabidopsis thaliana	NA
AT3G13445	TBP	TFIID-1	NA	Arabidopsis thaliana	NA
POPTR_0013s05580	TBP	GTF901	NA	Populus trichocarpa	NA
POPTR_0019s04890	TBP	GTF902	NA	Populus trichocarpa	NA
AT1G35560	TCP	TCP23	TCP domain protein 23; TCP family transcription factor; Transcription factor TCP23 [TCP23] [F15O4.35]	Arabidopsis thaliana	NA
AT1G58100	TCP	TCP8	TCP family transcription factor; Transcription factor TCP8 [TCP8] [T15M6.11] [T18I24.2]	Arabidopsis thaliana	NA
AT2G45680	TCP	TCP9	TCP family transcription factor; Transcription factor TCP9 [TCP9] [F17K2.21]	Arabidopsis thaliana	NA
Os04g0194600	TCP	PCF1	Similar to PCF1.; Transcription factor PCF1 [PCF1] [LOC_Os04g11830] [OSJNBa0040D17.14] [OSJNBb0026E15.1]	Oryza sativa	essential for meristematic tissue-specificity expression
AT1G30210	TCP	TCP24	TEOSINTE BRANCHED 1, cycloidea, and PCF family 24; Transcription factor TCP24 [TCP24] [F12P21.11]	Arabidopsis thaliana	Plays a pivotal role in the control of morphogenesis of shoot organs by negatively regulating the expression of boundary-specific genes such as CUC genes, probably through the induction of miRNA (e.g. miR164). In association with ABAP1, exerts a negative role in cell proliferation in leaves, possibly by inhibiting mitotic DNA replication.
AT1G67260	TCP	TCP1	NA	Arabidopsis thaliana	NA
AT1G68800	TCP	BRC2	NA	Arabidopsis thaliana	NA
AT3G02150	TCP	TCP13; PTF1; TFPD	plastid transcription factor 1; Transcription factor TCP13 (Plastid transcription factor 1) (TFPD) [TCP13] [PTF1] [F14P3.20] [F1C9.6]	Arabidopsis thaliana	Plays a pivotal role in the control of morphogenesis of shoot organs by negatively regulating the expression of boundary-specific genes such as CUC genes, probably through the induction of miRNA (e.g. miR164).
AT3G18550	TCP	ATTCP18	NA	Arabidopsis thaliana	NA
Os03g0785800	TCP	PCF6	Similar to Transcription factor PCF6 (Fragment).; Transcription factor PCF6 [PCF6] [LOC_Os03g57190]	Oryza sativa	NA
Os12g0616400	TCP	PCF8	Similar to Isoform 2 of Transcription factor PCF8.; Transcription factor PCF8 [PCF8] [LOC_Os12g42190]	Oryza sativa	NA
POPTR_0008s11470	TCP	TB1	NA	Populus trichocarpa	NA
POPTR_0010s14030	TCP	TB2	NA	Populus trichocarpa	NA
AT1G53230	TCP	TCP3	TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 3; Transcription factor TCP3 [TCP3] [F12M16.13]	Arabidopsis thaliana	Plays a pivotal role in the control of morphogenesis of shoot organs by negatively regulating the expression of boundary-specific genes such as CUC genes, probably through the induction of miRNA (e.g. miR164).
AT3G15030	TCP	MEE35; TCP4	TCP family transcription factor 4; Transcription factor TCP4 (Protein MATERNAL EFFECT EMBRYO ARREST 35) [TCP4] [MEE35] [K15M2.17]	Arabidopsis thaliana	Plays a pivotal role in the control of morphogenesis of shoot organs by negatively regulating the expression of boundary-specific genes such as CUC genes, probably through the induction of miRNA (e.g. miR164). Required during early steps of embryogenesis.
AT2G31070	TCP	TCP10	TCP domain protein 10; Transcription factor TCP10 [TCP10] [T16B12.12]	Arabidopsis thaliana	Plays a pivotal role in the control of morphogenesis of shoot organs by negatively regulating the expression of boundary-specific genes such as CUC genes, probably through the induction of miRNA (e.g. miR164).
AT3G27010	TCP	TCP20; AT-TCP20; PCF1; ATTCP20	TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20; Transcription factor TCP20 [TCP20] [PCF1] [MOJ10.8]	Arabidopsis thaliana	NA
AT5G08330	TCP	TCP11	TCP family transcription factor; Transcription factor TCP21 (Protein CCA1 HIKING EXPEDITION) (Protein CHE) [TCP21] [CHE] [F8L15.60]	Arabidopsis thaliana	involved in the regulation of the circadian clock.
AT4G18390	TCP	TCP2	TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2; Transcription factor TCP2 [TCP2] [F28J12.50]	Arabidopsis thaliana	Plays a pivotal role in the control of morphogenesis of shoot organs by negatively regulating the expression of boundary-specific genes such as CUC genes, probably through the induction of miRNA (e.g. miR164).
AT5G60970	TCP	TCP5	TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 5; Transcription factor TCP5 [TCP5] [MSL3.11]	Arabidopsis thaliana	NA
AT5G08070	TCP	TCP17	TCP domain protein 17; Transcription factor TCP17 [TCP17] [T22D6.10]	Arabidopsis thaliana	Plays a pivotal role in the control of morphogenesis of shoot organs by negatively regulating the expression of boundary-specific genes such as CUC genes, probably through the induction of miRNA (e.g. miR164).
AT2G06200	WRC; GRF	AtGRF6; GRF6	growth-regulating factor 6; Growth-regulating factor 6 (AtGRF6) (Transcription activator GRF6) [GRF6] [F5K7.4]	Arabidopsis thaliana	Transcription activator that plays a role in the regulation of cell expansion in leaf and cotyledons tissues
AT1G30650	WRKY	WRKY14; ATWRKY14; AR411	WRKY DNA-binding protein 14; Probable WRKY transcription factor 14 (AR411) (WRKY DNA-binding protein 14) [WRKY14] [T5I8.10]	Arabidopsis thaliana	NA
AT1G18860	WRKY	WRKY61; ATWRKY61	WRKY DNA-binding protein 61; Probable WRKY transcription factor 61 (WRKY DNA-binding protein 61) [WRKY61] [F6A14.5]	Arabidopsis thaliana	NA
AT1G29280	WRKY	WRKY65; ATWRKY65	WRKY DNA-binding protein 65; Probable WRKY transcription factor 65 (WRKY DNA-binding protein 65) [WRKY65] [F28N24.4]	Arabidopsis thaliana	NA
AT1G29860	WRKY	WRKY71; ATWRKY71	WRKY DNA-binding protein 71; Probable WRKY transcription factor 71 (WRKY DNA-binding protein 71) [WRKY71] [F1N18.10]	Arabidopsis thaliana	NA
AT1G55600	WRKY	WRKY10; ATWRKY10; MINI3	WRKY DNA-binding protein 10; Probable WRKY transcription factor 10 (Protein MINISEED 3) (WRKY DNA-binding protein 10) [WRKY10] [MINI3] [F20N2.3]	Arabidopsis thaliana	NA
AT1G62300	WRKY	WRKY6; ATWRKY6	WRKY family transcription factor; WRKY transcription factor 6 (WRKY DNA-binding protein 6) (AtWRKY6) [WRKY6] [F19K23.22]	Arabidopsis thaliana	involved in the control of processes related to senescence and pathogen defense
AT1G64000	WRKY	ATWRKY56; WRKY56	WRKY DNA-binding protein 56; Probable WRKY transcription factor 56 (WRKY DNA-binding protein 56) [WRKY56] [F22C12.23]	Arabidopsis thaliana	NA
AT1G66550	WRKY	WRKY67; ATWRKY67	WRKY DNA-binding protein 67; Probable WRKY transcription factor 67 (WRKY DNA-binding protein 67) [WRKY67] [F28G11.3]	Arabidopsis thaliana	NA
AT1G66560	WRKY	WRKY64	NA	Arabidopsis thaliana	NA
AT1G68150	WRKY	WRKY9; ATWRKY9	WRKY DNA-binding protein 9; Probable WRKY transcription factor 9 (WRKY DNA-binding protein 9) [WRKY9] [T22E19.22]	Arabidopsis thaliana	NA
AT1G69810	WRKY	WRKY36; ATWRKY36	WRKY DNA-binding protein 36; Probable WRKY transcription factor 36 (WRKY DNA-binding protein 36) [WRKY36] [T17F3.16]	Arabidopsis thaliana	NA
AT2G21900	WRKY	WRKY59	NA	Arabidopsis thaliana	NA
AT2G34830	WRKY	WRKY35; MEE24; AtWRKY35	WRKY DNA-binding protein 35; Probable WRKY transcription factor 35 (WRKY DNA-binding protein 35) [WRKY35] [F19I3.6]	Arabidopsis thaliana	NA
AT2G40740	WRKY	WRKY55; ATWRKY55	WRKY DNA-binding protein 55; WRKY transcription factor 55 (WRKY DNA-binding protein 55) [WRKY55] [T7D17.8]	Arabidopsis thaliana	NA
AT2G40750	WRKY	ATWRKY54; WRKY54	WRKY DNA-binding protein 54; Probable WRKY transcription factor 54 (WRKY DNA-binding protein 54) [WRKY54] [T7D17.7]	Arabidopsis thaliana	NA
AT2G44745	WRKY	WRKY12	WRKY DNA-binding protein 12; WRKY family transcription factor; Probable WRKY transcription factor 12 (WRKY DNA-binding protein 12) [WRKY12] [F16B22.46]	Arabidopsis thaliana	NA
AT2G46400	WRKY	WRKY46; ATWRKY46	WRKY DNA-binding protein 46; Probable WRKY transcription factor 46 (WRKY DNA-binding protein 46) [WRKY46] [F11C10.9]	Arabidopsis thaliana	NA
AT3G01970	WRKY	WRKY45; ATWRKY45	WRKY DNA-binding protein 45; Probable WRKY transcription factor 45 (AT.I.24-4) (WRKY DNA-binding protein 45) [WRKY45] [F1C9.25] [F28J7.30]	Arabidopsis thaliana	NA
AT3G04670	WRKY	WRKY39; ATWRKY39	WRKY DNA-binding protein 39; Probable WRKY transcription factor 39 (WRKY DNA-binding protein 39) [WRKY39] [F7O18.30]	Arabidopsis thaliana	NA
AT3G56400	WRKY	WRKY70; ATWRKY70	WRKY DNA-binding protein 70; Probable WRKY transcription factor 70 (WRKY DNA-binding protein 70) [WRKY70] [T5P19.50]	Arabidopsis thaliana	NA
AT3G58710	WRKY	WRKY69; ATWRKY69	WRKY DNA-binding protein 69; Probable WRKY transcription factor 69 (WRKY DNA-binding protein 69) [WRKY69] [T20N10_60]	Arabidopsis thaliana	NA
AT3G62340	WRKY	WRKY68	NA	Arabidopsis thaliana	NA
AT4G04450	WRKY	WRKY42; AtWRKY42	WRKY family transcription factor; Probable WRKY transcription factor 42 (WRKY DNA-binding protein 42) [WRKY42] [T26N6.6]	Arabidopsis thaliana	NA
AT4G11070	WRKY	AtWRKY41	NA	Arabidopsis thaliana	NA
AT4G18170	WRKY	WRKY28; ATWRKY28	WRKY DNA-binding protein 28; Probable WRKY transcription factor 28 (WRKY DNA-binding protein 28) [WRKY28] [F15J5.1] [T9A21.10]	Arabidopsis thaliana	NA
AT4G22070	WRKY	WRKY31; ATWRKY31	WRKY DNA-binding protein 31; Probable WRKY transcription factor 31 (WRKY DNA-binding protein 31) [WRKY31] [F1N20.170]	Arabidopsis thaliana	NA
AT4G23810	WRKY	WRKY53; ATWRKY53	WRKY family transcription factor; Probable WRKY transcription factor 53 (WRKY DNA-binding protein 53) [WRKY53] [F9D16.280]	Arabidopsis thaliana	May regulate the early events of leaf senescence.
AT4G24240	WRKY	WRKY7; ATWRKY7	WRKY DNA-binding protein 7; Probable WRKY transcription factor 7 (WRKY DNA-binding protein 7) [WRKY7] [T22A6.70]	Arabidopsis thaliana	NA
AT4G39410	WRKY	ATWRKY13; WRKY13	WRKY DNA-binding protein 13; Probable WRKY transcription factor 13 (WRKY DNA-binding protein 13) [WRKY13] [F23K16.40]	Arabidopsis thaliana	NA
AT5G15130	WRKY	WRKY72; ATWRKY72	WRKY DNA-binding protein 72; Probable WRKY transcription factor 72 (WRKY DNA-binding protein 72) [WRKY72] [F8M21.20]	Arabidopsis thaliana	NA
AT5G22570	WRKY	WRKY38; ATWRKY38	WRKY DNA-binding protein 38; Probable WRKY transcription factor 38 (WRKY DNA-binding protein 38) [WRKY38] [MQJ16.11]	Arabidopsis thaliana	NA
AT5G26170	WRKY	WRKY50	NA	Arabidopsis thaliana	NA
AT5G28650	WRKY	WRKY74; ATWRKY74	WRKY DNA-binding protein 74; Probable WRKY transcription factor 74 (WRKY DNA-binding protein 74) [WRKY74] [F4I4.30]	Arabidopsis thaliana	NA
AT5G41570	WRKY	WRKY24	NA	Arabidopsis thaliana	NA
AT5G43290	WRKY	WRKY49	NA	Arabidopsis thaliana	NA
AT5G45050	WRKY	WRKY16; TTR1; ATWRKY16	Disease resistance protein (TIR-NBS-LRR class); Probable WRKY transcription factor 16 (WRKY DNA-binding protein 16) [WRKY16] [K21C13.24]	Arabidopsis thaliana	May also act as a disease resistance protein
AT5G45260	WRKY	ATWRKY52; RRS1; SLH1	Disease resistance protein (TIR-NBS-LRR class); Probable WRKY transcription factor 52 (Disease resistance protein RRS1) (Disease resistance protein SLH1) (Protein SENSITIVE TO LOW HUMIDITY 1) (Resistance to Ralstonia solanacearum 1 protein) (WRKY DNA-binding protein 52) [WRKY52] [RRS1] [SLH1] [At5g45260/At5g45270] [K9E15.2/K9E15.3]	Arabidopsis thaliana	Acts also as a disease resistance protein conferring resistance to Ralstonia solanacearum.
AT1G66600	WRKY	WRKY63	NA	Arabidopsis thaliana	NA
AT1G80590	WRKY	WRKY66; ATWRKY66	WRKY DNA-binding protein 66; Probable WRKY transcription factor 66 (WRKY DNA-binding protein 66) [WRKY66] [T21F11.8]	Arabidopsis thaliana	NA
AT1G69310	WRKY	WRKY57; ATWRKY57	WRKY DNA-binding protein 57; Probable WRKY transcription factor 57 (WRKY DNA-binding protein 57) [WRKY57] [F10D13.1] [F23O10.11]	Arabidopsis thaliana	NA
AT1G80840	WRKY	WRKY40; ATWRKY40	WRKY DNA-binding protein 40; Probable WRKY transcription factor 40 (WRKY DNA-binding protein 40) [WRKY40] [F23A5.19]	Arabidopsis thaliana	NA
AT2G23320	WRKY	WRKY15	WRKY DNA-binding protein 15; Probable WRKY transcription factor 15 (WRKY DNA-binding protein 15) [WRKY15] [T20D16.5]	Arabidopsis thaliana	NA
AT2G24570	WRKY	ATWRKY17; WRKY17	WRKY DNA-binding protein 17; Probable WRKY transcription factor 17 (WRKY DNA-binding protein 17) [WRKY17] [F25P17.13]	Arabidopsis thaliana	NA
AT2G25000	WRKY	WRKY60; ATWRKY60	WRKY DNA-binding protein 60; Probable WRKY transcription factor 60 (WRKY DNA-binding protein 60) [WRKY60] [F27C12.8]	Arabidopsis thaliana	NA
