TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
Cucsa.339580	Homeodomain	Cucsa.339580	NA	Cucumis sativus	NA
Medtr3g102220	Homeodomain	Medtr3g102220	NA	Medicago truncatula	NA
Medtr3g110250	Homeodomain	Medtr3g110250	NA	Medicago truncatula	NA
Medtr5g039350	Homeodomain	Medtr5g039350	NA	Medicago truncatula	NA
Medtr5g040020	Homeodomain	Medtr5g040020	NA	Medicago truncatula	NA
Medtr7g009440	Homeodomain	Medtr7g009440	NA	Medicago truncatula	NA
Medtr8g113090	Homeodomain	Medtr8g113090	NA	Medicago truncatula	NA
ppa008318m	Homeodomain	ppa008318m	NA	Prunus persica	NA
ppa008344m	Homeodomain	ppa008344m	NA	Prunus persica	NA
ppa008495m	Homeodomain	ppa008495m	NA	Prunus persica	NA
ppa009419m	Homeodomain	ppa009419m	NA	Prunus persica	NA
ppa009498m	Homeodomain	ppa009498m	NA	Prunus persica	NA
ppa009747m	Homeodomain	ppa009747m	NA	Prunus persica	NA
ppa018002m	Homeodomain	ppa018002m	NA	Prunus persica	NA
ppa020465m	Homeodomain	ppa020465m	NA	Prunus persica	NA
29736.m002010	Homeodomain	29736.m002010	NA	Ricinus communis	NA
29736.m002045	Homeodomain	29736.m002045	NA	Ricinus communis	NA
29822.m003350	Homeodomain	29822.m003350	NA	Ricinus communis	NA
29822.m003500	Homeodomain	29822.m003500	NA	Ricinus communis	NA
29908.m006082	Homeodomain	29908.m006082	NA	Ricinus communis	NA
30147.m014069	Homeodomain	30147.m014069	NA	Ricinus communis	NA
Os02g0729700	Homeodomain; HD-ZIP	HOX16	Similar to HAHB-7 (Fragment).; Homeobox-leucine zipper protein HOX16 (HD-ZIP protein HOX16) (Homeodomain transcription factor HOX16) (OsHox16) [HOX16] [LOC_Os02g49700] [OsJ_007974] [OSJNBa0072H09.24,P0617A09.3]	Oryza sativa	NA
Os03g0170600	Homeodomain; HD-ZIP	NA	Similar to Homeobox-leucine zipper protein HOX21.; Homeobox-leucine zipper protein HOX21 (HD-ZIP protein HOX21) (Homeodomain transcription factor HOX21) (OsHox21) [HOX21] [LOC_Os03g07450] [OSJNBa0091P11.3]	Oryza sativa	NA
Os08g0416000	Homeodomain; HD-ZIP	HOX5	Similar to Homeobox-leucine zipper protein HOX5.; Homeobox-leucine zipper protein HOX5 (HD-ZIP protein HOX5) (Homeodomain transcription factor HOX5) (OsHox5) [HOX5] [LOC_Os08g32080] [OsJ_026223] [P0433E10.14-1]	Oryza sativa	NA
Os08g0481400	Homeodomain; HD-ZIP	HOX20	Similar to HAHB-7 (Fragment).; Homeobox-leucine zipper protein HOX20 (HD-ZIP protein HOX20) (Homeodomain transcription factor HOX20) (OsHox20) [HOX20] [LOC_Os08g37580] [OSJNBb0092C08.26]	Oryza sativa	NA
Os09g0470500	Homeodomain; HD-ZIP	HOX4	Homeodomain leucine zipper protein.; Homeobox-leucine zipper protein HOX4 (HD-ZIP protein HOX4) (Homeodomain transcription factor HOX4) (OsHox4) [HOX4] [LOC_Os09g29460] [OJ1595_D08.21]	Oryza sativa	May be involved in the regulation of gibberellin signaling.
Os10g0404900	Homeodomain; HD-ZIP	HOX23	Similar to HAHB-5 (Fragment).; Homeobox-leucine zipper protein HOX23 (HD-ZIP protein HOX23) (Homeodomain transcription factor HOX23) (OsHox23) [HOX23] [LOC_Os10g26500] [OSJNBb0044I14.6]	Oryza sativa	NA
PDK_20s1342981g001	Homeodomain	PDK_20s1342981g001	NA	Phoenix dactylifera	NA
PDK_20s1343321g001	Homeodomain	PDK_20s1343321g001	NA	Phoenix dactylifera	NA
PDK_20s1736191g001	Homeodomain	PDK_20s1736191g001	NA	Phoenix dactylifera	NA
e_gw1.31.11.1	Homeodomain	e_gw1.31.11.1	NA	Physcomitrella patens	NA
e_gw1.325.18.1	Homeodomain	e_gw1.325.18.1	NA	Physcomitrella patens	NA
e_gw1.34.11.1	Homeodomain	e_gw1.34.11.1	NA	Physcomitrella patens	NA
e_gw1.431.18.1	Homeodomain	e_gw1.431.18.1	NA	Physcomitrella patens	NA
e_gw1.65.5.1	Homeodomain	e_gw1.65.5.1	NA	Physcomitrella patens	NA
e_gw1.96.4.1	Homeodomain	e_gw1.96.4.1	NA	Physcomitrella patens	NA
estExt_fgenesh2_pm.C_1080004	Homeodomain	estExt_fgenesh2_pm.C_1080004	NA	Physcomitrella patens	NA
fgenesh1_pg.scaffold_143000038	Homeodomain	fgenesh1_pg.scaffold_143000038	NA	Physcomitrella patens	NA
gw1.154.2.1	Homeodomain	gw1.154.2.1	NA	Physcomitrella patens	NA
gw1.28.15.1	Homeodomain	gw1.28.15.1	NA	Physcomitrella patens	NA
gw1.34.13.1	Homeodomain	gw1.34.13.1	NA	Physcomitrella patens	NA
gw1.4.12.1	Homeodomain	gw1.4.12.1	NA	Physcomitrella patens	NA
gw1.65.7.1	Homeodomain	gw1.65.7.1	NA	Physcomitrella patens	NA
gw1.77.4.1	Homeodomain	gw1.77.4.1	NA	Physcomitrella patens	NA
POPTR_0002s10080	Homeodomain	B9GUZ9_POPTR	NA	Populus trichocarpa	NA
POPTR_0005s07290	Homeodomain	B9H4Q5_POPTR	NA	Populus trichocarpa	NA
POPTR_0005s17390	Homeodomain	B9H6Z9_POPTR	NA	Populus trichocarpa	NA
POPTR_0007s05010	Homeodomain	A9PHT9_POPTR	NA	Populus trichocarpa	NA
POPTR_0008s14770	Homeodomain	B9HJT5_POPTR	NA	Populus trichocarpa	NA
POPTR_0008s19900	Homeodomain	B9HLX4_POPTR	NA	Populus trichocarpa	NA
POPTR_0010s10340	Homeodomain	B9HVA1_POPTR	NA	Populus trichocarpa	NA
POPTR_0012s07270	Homeodomain	B9I308_POPTR	NA	Populus trichocarpa	NA
POPTR_0015s07640	Homeodomain	A9PHH0_POPTR	NA	Populus trichocarpa	NA
POPTR_0017s11800	Homeodomain	B9IJW4_POPTR	NA	Populus trichocarpa	NA
Sb01g022420	Homeodomain	SB01G022420	NA	Sorghum bicolor	NA
Sb01g045740	Homeodomain	SB01G045740	NA	Sorghum bicolor	NA
Sb02g027300	Homeodomain	SB02G027300	NA	Sorghum bicolor	NA
Sb04g029080	Homeodomain	Sb04g029080	NA	Sorghum bicolor	NA
Sb07g020300	Homeodomain	Sb07g020300	NA	Sorghum bicolor	NA
Sb07g029150	Homeodomain	SB07G029150	NA	Sorghum bicolor	NA
GSVIVG00003431001	Homeodomain	GSVIVG00003431001	NA	Vitis vinifera	NA
GSVIVG00008065001	Homeodomain	GSVIVG00008065001	NA	Vitis vinifera	NA
GSVIVG00009083001	Homeodomain	GSVIVG00009083001	NA	Vitis vinifera	NA
GSVIVG00011377001	Homeodomain	GSVIVG00011377001	NA	Vitis vinifera	NA
GSVIVG00020033001	Homeodomain	GSVIVG00020033001	NA	Vitis vinifera	NA
GSVIVG00020078001	Homeodomain	GSVIVG00020078001	NA	Vitis vinifera	NA
GSVIVG00032491001	Homeodomain	GSVIVG00032491001	NA	Vitis vinifera	NA
GSVIVG00033744001	Homeodomain	GSVIVG00033744001	NA	Vitis vinifera	NA
PK05260.1	Homeodomain	PK05260.1	NA	Cannabis sativa	NA
PK05853.1	Homeodomain	PK05853.1	NA	Cannabis sativa	NA
PK17424.1	Homeodomain	PK17424.1	NA	Cannabis sativa	NA
PK18992.1	Homeodomain	PK18992.1	NA	Cannabis sativa	NA
PK26879.1	Homeodomain	PK26879.1	NA	Cannabis sativa	NA
Al_scaffold_0001_3626	Homeodomain	XM_002893814.1	NA	Arabidopsis lyrata	NA
fgenesh1_pm.C_scaffold_6001192	Homeodomain	XM_002873663.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.1__2657__AT1G26960.1	Homeodomain	XM_002893322.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.2__1238__AT1G69780.1	Homeodomain	XM_002887211.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.3__78__AT3G01470.1	Homeodomain	XM_002882134.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.4__165__AT2G22430.1	Homeodomain	XM_002880397.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.666__2__AT5G65310.1	Homeodomain	fgenesh2_kg.666__2__AT5G65310.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.7__226__AT4G40060.1	Homeodomain	XM_002866858.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.8__2581__AT5G65310.1	Homeodomain	XM_002866618.1	NA	Arabidopsis lyrata	NA
scaffold_300109.1	Homeodomain	XM_002884242.1	NA	Arabidopsis lyrata	NA
Glyma.19G021100.1	Homeodomain	NA	homeobox 3 [Source:Projected from Arabidopsis thaliana (ATHB-3,ATHB3,HAT7,HB-3) TAIR;Acc:ATHB-3,ATHB3,HAT7,HB-3]	Glycine max	NA
Glyma.19G010100.1	Homeodomain	NA	homeobox 1 [Source:Projected from Arabidopsis thaliana (ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1) TAIR;Acc:ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1]	Glycine max	NA
Glyma.18G258400.1	Homeodomain	NA	homeobox protein 20 [Source:Projected from Arabidopsis thaliana (ATHB20,HB20) TAIR;Acc:ATHB20,HB20]	Glycine max	NA
Glyma.18G126800.1	Homeodomain	NA	homeobox 1 [Source:Projected from Arabidopsis thaliana (ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1) TAIR;Acc:ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1]	Glycine max	NA
Glyma.18G123500.1	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (ATHB13) TAIR;Acc:ATHB13]	Glycine max	NA
Glyma.18G014900.1	Homeodomain	NA	homeobox protein 6 [Source:Projected from Arabidopsis thaliana (ATHB6,HB6) TAIR;Acc:ATHB6,HB6]	Glycine max	NA
Glyma.17G096700.1	Homeodomain	NA	homeobox 1 [Source:Projected from Arabidopsis thaliana (ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1) TAIR;Acc:ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1]	Glycine max	NA
Glyma.13G169900.1	Homeodomain	NA	homeobox 1 [Source:Projected from Arabidopsis thaliana (ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1) TAIR;Acc:ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1]	Glycine max	NA
Glyma.13G064000.1	Homeodomain	NA	homeobox 3 [Source:Projected from Arabidopsis thaliana (ATHB-3,ATHB3,HAT7,HB-3) TAIR;Acc:ATHB-3,ATHB3,HAT7,HB-3]	Glycine max	NA
Glyma.11G064800.1	Homeodomain	NA	homeobox protein 40 [Source:Projected from Arabidopsis thaliana (ATHB40,HB-5,HB40) TAIR;Acc:ATHB40,HB-5,HB40]	Glycine max	NA
Glyma.11G242200	Homeodomain	NA	homeobox protein 16 [Source:Projected from Arabidopsis thaliana (ATHB-16,ATHB16,HB16) TAIR;Acc:ATHB-16,ATHB16,HB16]	Glycine max	NA
Glyma.09G239400.1	Homeodomain	NA	homeobox 3 [Source:Projected from Arabidopsis thaliana (ATHB-3,ATHB3,HAT7,HB-3) TAIR;Acc:ATHB-3,ATHB3,HAT7,HB-3]	Glycine max	NA
Glyma08g40710.1	Homeodomain	NA	NA	Glycine max	NA
Glyma.08G298400.1	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (ATHB13) TAIR;Acc:ATHB13]	Glycine max	NA
Glyma.08G132800.1	Homeodomain	NA	homeobox protein 16 [Source:Projected from Arabidopsis thaliana (ATHB-16,ATHB16,HB16) TAIR;Acc:ATHB-16,ATHB16,HB16]	Glycine max	NA
Glyma.06G190200.1	Homeodomain	NA	homeobox 1 [Source:Projected from Arabidopsis thaliana (ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1) TAIR;Acc:ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1]	Glycine max	NA
Glyma.05G175600.1	Homeodomain	NA	homeobox protein 16 [Source:Projected from Arabidopsis thaliana (ATHB-16,ATHB16,HB16) TAIR;Acc:ATHB-16,ATHB16,HB16]	Glycine max	NA
Glyma.05G030000.1	Homeodomain	NA	homeobox 1 [Source:Projected from Arabidopsis thaliana (ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1) TAIR;Acc:ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1]	Glycine max	NA
Glyma.02G019100.1	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (ATHB13) TAIR;Acc:ATHB13]	Glycine max	NA
Glyma.02G022300.1	Homeodomain	NA	homeobox 1 [Source:Projected from Arabidopsis thaliana (ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1) TAIR;Acc:ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1]	Glycine max	NA
Glyma.01G177500.1	Homeodomain	NA	homeobox protein 40 [Source:Projected from Arabidopsis thaliana (ATHB40,HB-5,HB40) TAIR;Acc:ATHB40,HB-5,HB40]	Glycine max	NA
Glyma.01G044600.4	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (ATHB13) TAIR;Acc:ATHB13]	Glycine max	NA
Glyma.01G041700.1	Homeodomain	NA	homeobox 1 [Source:Projected from Arabidopsis thaliana (ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1) TAIR;Acc:ATHB-1,ATHB1,HAT5,HB-1,HD-ZIP-1]	Glycine max	NA
chr2.CM0608.510.nd	Homeodomain	chr2.CM0608.510.nd	NA	Lotus japonicus	NA
chr2.LjT39I02.10.nc	Homeodomain	chr2.LjT39I02.10.nc	NA	Lotus japonicus	NA
chr4.CM0170.270.nc	Homeodomain	chr4.CM0170.270.nc	NA	Lotus japonicus	NA
chr6.CM0041.350.nd	Homeodomain	chr6.CM0041.350.nd	NA	Lotus japonicus	NA
LjT10A21.10.nd	Homeodomain	LjT10A21.10.nd	NA	Lotus japonicus	NA
cassava12154.valid.m1	Homeodomain	cassava12154.valid.m1	NA	Manihot esculenta	NA
cassava13234.valid.m1	Homeodomain	cassava13234.valid.m1	NA	Manihot esculenta	NA
cassava1671.valid.m1	Homeodomain	cassava1671.valid.m1	NA	Manihot esculenta	NA
cassava17561.valid.m1	Homeodomain	cassava17561.valid.m1	NA	Manihot esculenta	NA
cassava22855.valid.m1	Homeodomain	cassava22855.valid.m1	NA	Manihot esculenta	NA
cassava31102.valid.m1	Homeodomain	cassava31102.valid.m1	NA	Manihot esculenta	NA
cassava31805.valid.m1	Homeodomain	cassava31805.valid.m1	NA	Manihot esculenta	NA
cassava34495.m1	Homeodomain	cassava34495.m1	NA	Manihot esculenta	NA
cassava35259.valid.m1	Homeodomain	cassava35259.valid.m1	NA	Manihot esculenta	NA
cassava35822.valid.m1	Homeodomain	cassava35822.valid.m1	NA	Manihot esculenta	NA
cassava36220.valid.m1	Homeodomain	cassava36220.valid.m1	NA	Manihot esculenta	NA
cassava39955.m1	Homeodomain	cassava39955.m1	NA	Manihot esculenta	NA
cassava42071.valid.m1	Homeodomain	cassava42071.valid.m1	NA	Manihot esculenta	NA
cassava4525.m1	Homeodomain	cassava4525.m1	NA	Manihot esculenta	NA
cassava45495.m1	Homeodomain	cassava45495.m1	NA	Manihot esculenta	NA
mgf000266m	Homeodomain	mgf000266m	NA	Mimulus guttatus	NA
mgf004579m	Homeodomain	mgf004579m	NA	Mimulus guttatus	NA
mgf005962m	Homeodomain	mgf005962m	NA	Mimulus guttatus	NA
mgf005976m	Homeodomain	mgf005976m	NA	Mimulus guttatus	NA
mgf011518m	Homeodomain	mgf011518m	NA	Mimulus guttatus	NA
mgf014732m	Homeodomain	mgf014732m	NA	Mimulus guttatus	NA
mgf016262m	Homeodomain	mgf016262m	NA	Mimulus guttatus	NA
mgf018481m	Homeodomain	mgf018481m	NA	Mimulus guttatus	NA
mgf023541m	Homeodomain	mgf023541m	NA	Mimulus guttatus	NA
Zm00001d048312	HD-ZIP	NA	Putative homeobox DNA-binding and leucine zipper domain family protein; Uncharacterized protein; Putative homeobox DNA-binding and leucine zipper domain family protein (Uncharacterized protein)	Zea mays	NA
Zm00001d027852	HD-ZIP	NA	Homeobox-leucine zipper protein HAT7; HB transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d050310	HD-ZIP	NA	Homeodomain leucine zipper protein CPHB-5; Putative homeobox DNA-binding and leucine zipper domain family protein; Putative homeobox DNA-binding and leucine zipper domain family protein (Uncharacterized protein)	Zea mays	NA
Zm00001d033005	HD-ZIP	NA	Homeobox-leucine zipper protein HAT7; Uncharacterized protein	Zea mays	NA
Zm00001d020804	HD-ZIP	NA	Uncharacterized protein	Zea mays	NA
Zm00001d005951	HD-ZIP	NA	Uncharacterized protein	Zea mays	NA
Zm00001d051749	HD-ZIP	NA	Putative homeobox DNA-binding and leucine zipper domain family protein isoform 1; Putative homeobox DNA-binding and leucine zipper domain family protein isoform 2; Putative homeobox DNA-binding and leucine zipper domain family protein isoform 1 (Putative homeobox DNA-binding and leucine zipper domain family protein isoform 2) (Uncharacterized protein)	Zea mays	NA
Zm00001d032316	HD-ZIP	NA	Uncharacterized protein; HB transcription factor (Uncharacterized protein)	Zea mays	NA
AT2G36610	Homeodomain	ATHB22	NA	Arabidopsis thaliana	NA
Cucsa.378700	Homeodomain	Cucsa.378700	NA	Cucumis sativus	NA
Al_scaffold_0004_2163	Homeodomain	NA	Predicted protein	Arabidopsis lyrata	NA
cassava14646.m1	Homeodomain	NA	NA	Manihot esculenta	NA
29815.m000499	Homeodomain; HD-ZIP	NA	NA	Ricinus communis	NA
Glyma.10G064700.1	Homeodomain; HD-ZIP	NA	homeobox 51	Glycine max	NA
Glyma.13G149500.1	Homeodomain; HD-ZIP	NA	homeobox 51	Glycine max	NA
AT2G44910	Homeodomain; HD-ZIP	ATHB-4; ATHB4; HB4	homeobox-leucine zipper protein 4; Homeobox-leucine zipper protein ATHB-4 (HD-ZIP protein ATHB-4) (Homeodomain transcription factor ATHB-4) [ATHB-4] [T13E15.8]	Arabidopsis thaliana	NA
AT2G22800	Homeodomain; HD-ZIP	HAT9	Homeobox-leucine zipper protein family; Homeobox-leucine zipper protein HAT9 (Homeodomain-leucine zipper protein HAT9) (HD-ZIP protein 9) [HAT9] [T20K9.1] [T30L20.6]	Arabidopsis thaliana	NA
AT4G16780	Homeodomain; HD-ZIP	ATHB2; ATHB-2; HAT4; HB-2	homeobox protein 2; Homeobox-leucine zipper protein HAT4 (HD-ZIP protein ATHB-2) (Homeodomain transcription factor ATHB-2) (Homeodomain-leucine zipper protein HAT4) (HD-ZIP protein 4) [HAT4] [ATHB-2] [dl4415w] [FCAALL.101]	Arabidopsis thaliana	involved in the negative regulation of cell elongation and specific cell proliferation processes such as lateral root formation and secondary growth of the vascular system. Acts as mediator of the red/far-red light effects on leaf cell expansion in the shading response.
AT4G37790	Homeodomain; HD-ZIP	HAT22	Homeobox-leucine zipper protein family; Homeobox-leucine zipper protein HAT22 (Homeodomain-leucine zipper protein HAT22) (HD-ZIP protein 22) [HAT22] [T28I19.70]	Arabidopsis thaliana	NA
AT5G06710	Homeodomain; HD-ZIP	HAT14	homeobox from Arabidopsis thaliana; Homeobox-leucine zipper protein HAT14 (Homeodomain-leucine zipper protein HAT14) (HD-ZIP protein 14) [HAT14] [MPH15.6]	Arabidopsis thaliana	NA
AT5G47370	Homeodomain; HD-ZIP	HAT2	Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein; Homeobox-leucine zipper protein HAT2 (Homeodomain-leucine zipper protein HAT2) (HD-ZIP protein 2) [HAT2] [MQL5.23]	Arabidopsis thaliana	plays a role in auxin-mediated morphogenesis. Negatively regulates lateral root elongation.
BRADI1G51257	Homeodomain	BRADI1G51257	NA	Brachypodium distachyon	NA
BRADI1G51270	Homeodomain	BRADI1G51270	NA	Brachypodium distachyon	NA
BRADI1G69150	Homeodomain	BRADI1G69150	NA	Brachypodium distachyon	NA
BRADI2G45000	Homeodomain	BRADI2G45000	NA	Brachypodium distachyon	NA
BRADI3G21480	Homeodomain	BRADI3G21480	NA	Brachypodium distachyon	NA
BRADI3G37810	Homeodomain	BRADI3G37810	NA	Brachypodium distachyon	NA
BRADI3G46320	Homeodomain	BRADI3G46320	NA	Brachypodium distachyon	NA
BRADI4G31690	Homeodomain	BRADI4G31690	NA	Brachypodium distachyon	NA
BRADI5G17570	Homeodomain	BRADI5G17570	NA	Brachypodium distachyon	NA
Cucsa.050000	Homeodomain	Cucsa.050000	NA	Cucumis sativus	NA
Cucsa.103500	Homeodomain	Cucsa.103500	NA	Cucumis sativus	NA
Cucsa.177570	Homeodomain	Cucsa.177570	NA	Cucumis sativus	NA
Cucsa.242570	Homeodomain	Cucsa.242570	NA	Cucumis sativus	NA
Cucsa.259710	Homeodomain	Cucsa.259710	NA	Cucumis sativus	NA
Cucsa.280560	Homeodomain	Cucsa.280560	NA	Cucumis sativus	NA
Cucsa.281950	Homeodomain	Cucsa.281950	NA	Cucumis sativus	NA
Cucsa.300780	Homeodomain	Cucsa.300780	NA	Cucumis sativus	NA
Cucsa.321080	Homeodomain	Cucsa.321080	NA	Cucumis sativus	NA
Cucsa.353130	Homeodomain	Cucsa.353130	NA	Cucumis sativus	NA
Medtr2g071640	Homeodomain	Medtr2g071640	NA	Medicago truncatula	NA
Medtr5g013110	Homeodomain	Medtr5g013110	NA	Medicago truncatula	NA
Medtr5g015030	Homeodomain	Medtr5g015030	NA	Medicago truncatula	NA
Medtr7g112150	Homeodomain	Medtr7g112150	NA	Medicago truncatula	NA
Medtr8g105300	Homeodomain	Medtr8g105300	NA	Medicago truncatula	NA
ppa007421m	Homeodomain	ppa007421m	NA	Prunus persica	NA
ppa008075m	Homeodomain	ppa008075m	NA	Prunus persica	NA
ppa008774m	Homeodomain	ppa008774m	NA	Prunus persica	NA
ppa008984m	Homeodomain	ppa008984m	NA	Prunus persica	NA
ppa009614m	Homeodomain	ppa009614m	NA	Prunus persica	NA
ppa011006m	Homeodomain	ppa011006m	NA	Prunus persica	NA
ppa016510m	Homeodomain	ppa016510m	NA	Prunus persica	NA
ppa024161m	Homeodomain	ppa024161m	NA	Prunus persica	NA
27401.m000280	Homeodomain	27401.m000280	NA	Ricinus communis	NA
28578.m000034	Homeodomain	28578.m000034	NA	Ricinus communis	NA
29816.m000678	Homeodomain	29816.m000678	NA	Ricinus communis	NA
29825.m000313	Homeodomain	29825.m000313	NA	Ricinus communis	NA
30170.m013648	Homeodomain	30170.m013648	NA	Ricinus communis	NA
30174.m008775	Homeodomain	30174.m008775	NA	Ricinus communis	NA
30226.m002015	Homeodomain	30226.m002015	NA	Ricinus communis	NA
Os01g0643600	Homeodomain; HD-ZIP	HOX3	Homeodomain-related domain containing protein.; Homeobox-leucine zipper protein HOX3 (HD-ZIP protein HOX3) (Homeodomain transcription factor HOX3) (OsHox3) [HOX3] [LOC_Os01g45570] [OsJ_002698]	Oryza sativa	NA
Os02g0565600	Homeodomain; HD-ZIP	HOX7	Similar to Homeodomain leucine zipper protein (Fragment).; Homeobox-leucine zipper protein HOX7 (HD-ZIP protein HOX7) (Homeodomain transcription factor HOX7) (OsHox7) [HOX7] [LOC_Os02g35770] [P0020C11.33]	Oryza sativa	NA
Os03g0231000	Homeodomain; HD-ZIP	NA	Conserved hypothetical protein.; Homeobox-leucine zipper protein HOX19 (HD-ZIP protein HOX19) (Homeodomain transcription factor HOX19) (OsHox19) [HOX19] [LOC_Os03g12860] [OJ1017C11.5] [OJ1781E12.8]	Oryza sativa	NA
Os04g0548700	Homeodomain; HD-ZIP	HOX17	Homeodomain-like containing protein.; Homeobox-leucine zipper protein HOX17 (HD-ZIP protein HOX17) (Homeodomain transcription factor HOX17) (OsHox17) [HOX17] [LOC_Os04g46350] [OSJNBa0065H10.13]	Oryza sativa	NA
Os06g0140400	Homeodomain; HD-ZIP	HOX28	Similar to HAHB-6 (Fragment).; Homeobox-leucine zipper protein HOX28 (HD-ZIP protein HOX28) (Homeodomain transcription factor HOX28) (OsHox28) [HOX28] [LOC_Os06g04850] [OsJ_019259] [OSJNBa0041F13.45]	Oryza sativa	NA
Os06g0140700	Homeodomain; HD-ZIP	HOX2	Similar to Homeodomain leucine zipper protein (Fragment).; Homeobox-leucine zipper protein HOX2 (HD-ZIP protein HOX2) (Homeodomain transcription factor HOX2) (OsHox2) [HOX2] [LOC_Os06g04870] [OsJ_019261] [OSJNBa0041F13.48]	Oryza sativa	NA
Os08g0465000	Homeodomain; HD-ZIP	NA	Hypothetical conserved gene.; Homeobox-leucine zipper protein HOX27 (HD-ZIP protein HOX27) (Homeodomain transcription factor HOX27) (OsHox27) [HOX27] [LOC_Os08g36220] [OSJNOa174H12.5]	Oryza sativa	NA
Os09g0447000	Homeodomain; HD-ZIP	NA	Homeodomain-related domain containing protein.; Homeobox-leucine zipper protein HOX11 (HD-ZIP protein HOX11) (Homeodomain transcription factor HOX11) (OsHox11) [HOX11] [LOC_Os09g27450] [OJ1596_C06.7] [OsJ_028406]	Oryza sativa	NA
Os10g0103700	Homeodomain; HD-ZIP	NA	Similar to HD-ZIP protein (Fragment).; Homeobox-leucine zipper protein HOX15 (HD-ZIP protein HOX15) (Homeodomain transcription factor HOX15) (OsHox15) [HOX15] [LOC_Os10g01470] [OsJ_029257] [OSJNBa0071K19.5] [OSJNBa0096E22.15]	Oryza sativa	NA
Os10g0561800	Homeodomain; HD-ZIP	HOX1	Similar to homeodomain leucine zipper protein hox1.; Homeobox-leucine zipper protein HOX1 (HD-ZIP protein HOX1) (Homeodomain transcription factor HOX1) (OsHox1) [HOX1] [LOC_Os10g41230] [OsJ_031189] [OSJNBb0089A17.12]	Oryza sativa	involved leaf development. May act as a regulatory switch to specify provascular cell fate.
PDK_20s1456411g001	Homeodomain	PDK_20s1456411g001	NA	Phoenix dactylifera	NA
PDK_20s1640581g002	Homeodomain	PDK_20s1640581g002	NA	Phoenix dactylifera	NA
PDK_20s1831111g001	Homeodomain	PDK_20s1831111g001	NA	Phoenix dactylifera	NA
e_gw1.31.28.1	Homeodomain	e_gw1.31.28.1	NA	Physcomitrella patens	NA
e_gw1.42.227.1	Homeodomain	e_gw1.42.227.1	NA	Physcomitrella patens	NA
fgenesh1_pg.scaffold_31000163	Homeodomain	fgenesh1_pg.scaffold_31000163	NA	Physcomitrella patens	NA
fgenesh1_pg.scaffold_42000146	Homeodomain	fgenesh1_pg.scaffold_42000146	NA	Physcomitrella patens	NA
POPTR_0001s15490	Homeodomain	B9MUS1_POPTR	NA	Populus trichocarpa	NA
POPTR_0001s23680	Homeodomain	A9PG66_POPTR	NA	Populus trichocarpa	NA
POPTR_0002s11410	Homeodomain	B9GNK2_POPTR	NA	Populus trichocarpa	NA
POPTR_0002s13720	Homeodomain	B9GP51_POPTR	NA	Populus trichocarpa	NA
POPTR_0003s07760	Homeodomain	B9GYL8_POPTR	NA	Populus trichocarpa	NA
POPTR_0005s19080	Homeodomain	B9H6N8_POPTR	NA	Populus trichocarpa	NA
POPTR_0006s07100	Homeodomain	B9HAM6_POPTR	NA	Populus trichocarpa	NA
POPTR_0006s20820	Homeodomain	B9HAA8_POPTR	NA	Populus trichocarpa	NA
POPTR_0007s14590	Homeodomain	B9HFT7_POPTR	NA	Populus trichocarpa	NA
POPTR_0008s12840	Homeodomain	POPTR_0008s12840	NA	Populus trichocarpa	NA
POPTR_0009s02850	Homeodomain	B9HPS0_POPTR	NA	Populus trichocarpa	NA
POPTR_0010s12300	Homeodomain	B9HJB0_POPTR	NA	Populus trichocarpa	NA
POPTR_0014s04460	Homeodomain	B9MVB0_POPTR	NA	Populus trichocarpa	NA
